ItemCode,StockItemName,MarketSegmentation,Presence,ClosingPrice,Prepare,FluctuationRate,OpenPrice,HighPrice,LowPrice,TradingVolume,TransactionAmount,MarketCap,NumberOf ListedShares
종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
289080,SV인베스트먼트,KOSDAQ,벤처기업부,2300,-5,-0.22,2305,2310,2270,0,173995780,1.22E+11,53
84870,TBH글로벌,KOSPI,,1815,-25,-1.36,1840,1845,1809,0,111392214,37855126485,21
2710,TCC스틸,KOSPI,,11390,10,0.09,11450,11460,11150,0,1925352270,2.89E+11,25
89230,THE E&M,KOSDAQ,중견기업부,368,-1,-0.27,370,375,368,0,121327360,66836562592,182
161570,THE MIDONG,KOSDAQ,중견기업부,1185,9,0.77,1194,1205,1177,0,54117024,18465653550,16
32540,TJ미디어,KOSDAQ,중견기업부,7030,-220,-3.03,7280,7280,7000,0,351463950,97939211270,14
22220,TKG애강,KOSDAQ,우량기업부,1498,-9,-0.6,1510,1514,1493,0,40527420,77588279342,52
69260,TKG휴켐스,KOSPI,,19450,-70,-0.36,19520,19600,19380,0,1325111000,7.95E+11,41
48770,TPC,KOSDAQ,벤처기업부,3875,-65,-1.65,3960,3960,3845,0,365276640,60829715125,16
246690,TS인베스트먼트,KOSDAQ,벤처기업부,1828,0,0,1828,1859,1821,0,384372643,71741466812,39
317240,TS트릴리온,KOSDAQ,벤처기업부,676,14,2.11,664,710,656,1,793102474,63846594500,94
2900,TYM,KOSPI,,2620,0,0,2640,2670,2610,5,13307157485,3.99E+11,152
24070,WISCOM,KOSPI,,2760,-35,-1.25,2790,2815,2750,0,26849540,42300968880,15
57030,YBM넷,KOSDAQ,중견기업부,4360,50,1.16,4335,4375,4250,0,342353770,71123358920,16
37270,YG PLUS,KOSPI,,5440,-30,-0.55,5450,5530,5410,0,1369087650,3.45E+11,63
40300,YTN,KOSDAQ,우량기업부,6630,50,0.76,6590,6660,6520,0,916036350,2.78E+11,42
51390,YW,KOSDAQ,중견기업부,3620,-65,-1.76,3645,3645,3595,0,83953640,41106432160,11
52220,iMBC,KOSDAQ,중견기업부,4450,-70,-1.55,4410,4510,4375,0,2124918350,1.02E+11,23
79940,가비아,KOSDAQ,우량기업부,12490,80,0.64,12410,12600,12130,0,457890970,1.69E+11,14
78890,가온미디어,KOSDAQ,우량기업부,9070,260,2.95,8920,9210,8810,1,12476865010,1.48E+11,16
500,가온전선,KOSPI,,17840,-60,-0.34,17920,17920,17800,0,174584380,1.13E+11,6
399720,가온칩스,KOSDAQ,벤처기업부,21150,400,1.93,21100,21700,20550,1,14886989950,2.43E+11,11
36620,감성코퍼레이션,KOSDAQ,중견기업부,2180,-20,-0.91,2230,2230,2165,0,263873225,1.95E+11,90
860,강남제비스코,KOSPI,,21100,-100,-0.47,21200,21350,21100,0,15747550,1.37E+11,7
217730,강스템바이오텍,KOSDAQ,기술성장기업부,3030,-40,-1.3,3100,3100,2995,0,176912990,1.15E+11,38
35250,강원랜드,KOSPI,,22900,50,0.22,22950,23000,22550,0,8186865300,4.90E+12,214
114190,강원에너지,KOSDAQ,중견기업부,9290,-120,-1.28,9470,9560,9200,1,6461513620,2.43E+11,26
94480,갤럭시아머니트리,KOSDAQ,우량기업부,7400,-400,-5.13,7740,7750,7180,2,14053847330,2.90E+11,39
11420,갤럭시아에스엠,KOSPI,,3560,-160,-4.3,3610,3660,3460,1,5275174295,98076732640,28
39240,경남스틸,KOSDAQ,우량기업부,3145,-5,-0.16,3155,3165,3135,0,71219170,84850854580,27
53950,경남제약,KOSDAQ,중견기업부,2280,5,0.22,2270,2315,2270,0,594519955,80797262880,35
2100,경농,KOSPI,,10870,20,0.18,10850,10900,10810,0,41689300,2.12E+11,20
9450,경동나비엔,KOSPI,,34800,-200,-0.57,35400,35400,34700,0,397013800,5.07E+11,15
267290,경동도시가스,KOSPI,,25250,450,1.81,24950,25500,24900,0,758938600,1.49E+11,6
12320,경동인베스트,KOSPI,,84600,-500,-0.59,85100,85600,84100,0,1112340900,2.00E+11,2
11040,경동제약,KOSDAQ,우량기업부,8060,-20,-0.25,8080,8100,8050,0,104727930,2.48E+11,31
50,경방,KOSPI,,10910,30,0.28,10920,10980,10830,0,26208940,2.99E+11,27
214390,경보제약,KOSPI,,7760,-20,-0.26,7740,7790,7700,0,174083210,1.86E+11,24
12610,경인양행,KOSPI,,4635,-20,-0.43,4670,4670,4620,0,47677810,1.93E+11,42
9140,경인전자,KOSPI,,24700,300,1.23,24550,24700,24450,0,37886350,38798685900,2
24910,경창산업,KOSDAQ,중견기업부,2150,-15,-0.69,2150,2170,2135,0,119552720,77010860750,36
13580,계룡건설,KOSPI,,20100,190,0.95,20100,20200,19850,0,84371950,1.80E+11,9
12200,계양전기,KOSPI,,3405,0,0,0,0,0,0,0,1.11E+11,33
12205,계양전기우,KOSPI,,5950,0,0,0,0,0,0,0,8330000000,1
2140,고려산업,KOSPI,,3765,5,0.13,3770,3790,3725,0,312588460,93896935125,25
198440,고려시멘트,KOSDAQ,우량기업부,2575,-30,-1.15,2635,2635,2570,0,174008505,82348397000,32
49720,고려신용정보,KOSDAQ,우량기업부,10280,-10,-0.1,10180,10400,10180,0,342314300,1.47E+11,14
10130,고려아연,KOSPI,,529000,-15000,-2.76,542000,544000,528000,0,18398117000,1.05E+13,20
2240,고려제강,KOSPI,,20350,-300,-1.45,20650,20650,20300,0,296813900,5.09E+11,25
14570,고려제약,KOSDAQ,우량기업부,7860,-70,-0.88,7930,7930,7710,0,33993690,86460000000,11
348150,고바이오랩,KOSDAQ,기술성장기업부,11200,-50,-0.44,11290,11310,11150,0,71403370,1.95E+11,17
98460,고영,KOSDAQ GLOBAL,우량기업부,16820,-170,-1,16990,17200,16730,0,2911182100,1.15E+12,69
35290,골드앤에스,KOSDAQ,중견기업부,7660,10,0.13,7760,7800,7450,0,532994600,3.56E+11,46
38530,골드퍼시픽,KOSDAQ,중견기업부,464,-12,-2.52,474,480,458,1,520152669,42695623984,92
900280,골든센츄리,KOSDAQ,외국기업(소속부없음),392,-4,-1.01,396,396,388,2,587492187,80518480896,205
215000,골프존,KOSDAQ GLOBAL,우량기업부,140400,400,0.29,140000,140600,138400,0,1796209200,8.81E+11,6
121440,골프존뉴딘홀딩스,KOSDAQ,우량기업부,5150,0,0,5210,5210,5090,0,114264130,2.21E+11,43
183410,골프존데카,KONEX,일반기업부,2470,0,0,2470,2470,2470,0,2470,10154567670,4
366030,공구우먼,KOSDAQ,중견기업부,12170,-250,-2.01,12410,12500,12100,0,3555347230,2.71E+11,22
76340,관악산업,KONEX,일반기업부,5800,20,0.35,6330,6330,5510,0,17640,28254468000,5
9290,광동제약,KOSPI,,6040,10,0.17,6040,6050,6000,0,57531920,3.17E+11,52
14200,광림,KOSDAQ,중견기업부,1022,0,0,1022,1028,1018,0,465722061,92702243312,91
17040,광명전기,KOSPI,,2345,-25,-1.05,2380,2385,2340,0,418502975,1.02E+11,43
29480,광무,KOSDAQ,중견기업부,2895,-45,-1.53,2940,2950,2885,0,148502180,1.11E+11,38
17900,광전자,KOSPI,,2320,-15,-0.64,2320,2340,2310,0,29932935,1.34E+11,58
37710,광주신세계,KOSPI,,32000,-100,-0.31,32100,32100,31900,0,65617850,2.56E+11,8
26910,광진실업,KOSDAQ,중견기업부,5070,-40,-0.78,5130,5130,5060,0,89558030,32475403350,6
355150,교보10호스팩,KOSDAQ,SPAC(소속부없음),2560,-80,-3.03,2635,2670,2535,0,239672725,13619200000,5
397880,교보11호스팩,KOSDAQ,SPAC(소속부없음),2065,5,0.24,2060,2065,2055,0,2029955,9168600000,4
421800,교보12호스팩,KOSDAQ,SPAC(소속부없음),2035,-5,-0.25,2040,2040,2010,0,6984260,12169300000,6
440790,교보13호스팩,KOSDAQ,SPAC(소속부없음),2030,-5,-0.25,2025,2030,2015,0,10759880,8221500000,4
30610,교보증권,KOSPI,,5900,-70,-1.17,5990,6010,5850,0,99005070,3.81E+11,65
339770,교촌에프앤비,KOSPI,,9630,-30,-0.31,9700,9700,9620,0,67416950,2.41E+11,25
53270,구영테크,KOSDAQ,중견기업부,2725,45,1.68,2700,2775,2660,0,1091229220,71924124150,26
7690,국도화학,KOSPI,,42400,-200,-0.47,42650,42750,42300,0,243848350,3.82E+11,9
5320,국동,KOSPI,,1571,4,0.26,1569,1612,1533,0,598976643,87531482408,56
1140,국보,KOSPI,,758,-1,-0.13,758,763,752,0,139188319,80280396254,106
66620,국보디자인,KOSDAQ,우량기업부,16830,80,0.48,16890,16890,16660,0,102030870,1.26E+11,8
43650,국순당,KOSDAQ,우량기업부,7150,10,0.14,7140,7200,7100,0,159093120,1.28E+11,18
6050,국영지앤엠,KOSDAQ,중견기업부,1602,-8,-0.5,1620,1621,1591,0,84131178,55902179286,35
60480,국일신동,KOSDAQ,중견기업부,2880,0,0,2895,2905,2845,0,73765185,31939200000,11
78130,국일제지,KOSDAQ,중견기업부,2175,-25,-1.14,2195,2200,2155,0,589690460,2.78E+11,128
307750,국전약품,KOSDAQ,우량기업부,6560,50,0.77,6510,6590,6500,0,898834490,3.22E+11,49
2720,국제약품,KOSPI,,5080,0,0,5070,5100,5050,0,307544350,1.03E+11,20
243870,굿센,KONEX,일반기업부,13800,-100,-0.72,13800,13800,13800,0,13800,35656509000,3
35080,그래디언트,KOSDAQ,중견기업부,16550,-30,-0.18,16740,16740,16410,0,522307090,2.57E+11,16
204020,그리티,KOSDAQ,중견기업부,3150,-20,-0.63,3175,3185,3150,0,32532330,63464404500,20
83420,그린케미칼,KOSPI,,9970,-130,-1.29,10100,10210,9900,0,723891020,2.39E+11,24
186230,그린플러스,KOSDAQ,벤처기업부,11880,120,1.02,11770,12080,11600,0,2405579030,1.29E+11,11
14530,극동유화,KOSPI,,3680,-10,-0.27,3680,3700,3660,0,131706280,1.28E+11,35
900070,글로벌에스엠,KOSDAQ,외국기업(소속부없음),721,-4,-0.55,726,726,713,0,66599167,38749400928,54
204620,글로벌텍스프리,KOSDAQ,벤처기업부,3375,-20,-0.59,3490,3490,3330,0,1641256010,1.85E+11,55
19660,글로본,KOSDAQ,중견기업부,1551,-36,-2.27,1587,1587,1506,0,304646103,53960447046,35
14280,금강공업,KOSPI,,6270,-30,-0.48,6300,6360,6260,0,493785970,1.84E+11,29
14285,금강공업우,KOSPI,,12580,-110,-0.87,12800,12800,12170,0,14232720,7420627500,1
53260,금강철강,KOSDAQ,우량기업부,6870,-60,-0.87,6940,6950,6830,0,242781310,1.29E+11,19
8870,금비,KOSPI,,94700,-100,-0.11,94500,96500,93900,0,587616800,94700000000,1
1570,금양,KOSPI,,25450,-900,-3.42,25700,25950,25200,1,24253415550,1.48E+12,58
2990,금호건설,KOSPI,,7230,0,0,7300,7310,7150,0,292550500,2.67E+11,37
2995,금호건설우,KOSPI,,23900,-50,-0.21,23950,23950,23800,0,5890950,6985157400,0
11780,금호석유,KOSPI,,145600,300,0.21,145000,145900,144000,0,4832291100,4.27E+12,29
11785,금호석유우,KOSPI,,78900,-600,-0.75,79500,79800,78900,0,341742400,2.39E+11,3
214330,금호에이치티,KOSPI,,916,3,0.33,914,923,911,0,211167224,1.80E+11,196
1210,금호전기,KOSPI,,942,7,0.75,939,945,937,0,16614340,25956047922,28
73240,금호타이어,KOSPI,,3330,140,4.39,3170,3345,3130,0,1576074700,9.57E+11,287
36190,금화피에스시,KOSDAQ,우량기업부,29550,-100,-0.34,29600,29650,29400,0,20533950,1.77E+11,6
49080,기가레인,KOSDAQ,벤처기업부,2050,5,0.24,2040,2050,1985,2,4362140854,1.74E+11,85
35460,기산텔레콤,KOSDAQ,벤처기업부,3265,0,0,3270,3340,3265,0,429764350,47595015100,15
92440,기신정기,KOSPI,,3590,-10,-0.28,3605,3605,3585,0,19045275,1.05E+11,29
270,기아,KOSPI,,71400,1700,2.44,69900,71400,69700,1,87087056700,2.89E+13,405
24110,기업은행,KOSPI,,10110,30,0.3,10080,10120,10020,0,3545712470,8.06E+12,797
13700,까뮤이앤씨,KOSPI,,2065,-70,-3.28,2145,2150,2030,0,983487535,93239458200,45
308100,까스텔바작,KOSDAQ,중견기업부,6410,20,0.31,6390,6580,6360,0,72494650,42464538530,7
4540,깨끗한나라,KOSPI,,2930,-15,-0.51,2945,2950,2925,0,54392290,1.09E+11,37
4545,깨끗한나라우,KOSPI,,18170,0,0,18170,18170,18100,0,290020,6653127200,0
187790,나노,KOSDAQ,벤처기업부,1309,-47,-3.47,1360,1368,1307,1,805313244,35890910748,27
286750,나노브릭,KOSDAQ,기술성장기업부,1535,2,0.13,1534,1567,1533,0,62727677,31413082715,20
121600,나노신소재,KOSDAQ,우량기업부,89000,0,0,89500,89700,88200,0,7386095700,9.66E+11,11
247660,나노씨엠에스,KOSDAQ,기술성장기업부,19360,10,0.05,19450,19470,19220,0,182526600,84098291200,4
39860,나노엔텍,KOSDAQ,중견기업부,5990,120,2.04,5930,6200,5930,2,11927460230,1.61E+11,27
91970,나노캠텍,KOSDAQ,관리종목(소속부없음),1610,0,0,0,0,0,0,0,45209484250,28
244880,나눔테크,KONEX,일반기업부,2905,5,0.17,2905,2905,2905,0,2905,14583100000,5
288490,나라소프트,KONEX,일반기업부,71,-1,-1.39,72,73,68,0,636196,2708437000,38
51490,나라엠앤디,KOSDAQ,중견기업부,6860,-60,-0.87,6950,6950,6820,0,366205870,97412000000,14
137080,나래나노텍,KOSDAQ,중견기업부,7890,-20,-0.25,8060,8070,7850,0,373538130,87258839580,11
190510,나무가,KOSDAQ,중견기업부,17910,730,4.25,17550,17910,17160,2,30031963260,2.89E+11,16
242040,나무기술,KOSDAQ,기술성장기업부,3310,-5,-0.15,3310,3335,3215,2,6966193755,1.13E+11,34
89600,나스미디어,KOSDAQ,우량기업부,27250,600,2.25,26700,27350,26450,0,1383215800,2.87E+11,11
293580,나우IB,KOSDAQ,벤처기업부,14460,-60,-0.41,14420,14640,14280,0,450605250,1.38E+11,10
257990,나우코스,KONEX,일반기업부,4795,425,9.73,4160,4795,4160,0,13750,28141337140,6
138610,나이벡,KOSDAQ,기술성장기업부,18570,-180,-0.96,19000,19000,18520,0,281594170,1.85E+11,10
130580,나이스디앤비,KOSDAQ,우량기업부,7880,-20,-0.25,7910,7910,7880,0,15075310,1.21E+11,15
36800,나이스정보통신,KOSDAQ,우량기업부,27500,700,2.61,26850,27700,26100,0,1001165250,2.75E+11,10
267320,나인테크,KOSDAQ,우량기업부,3265,-35,-1.06,3310,3315,3255,0,391330245,1.29E+11,39
1260,남광토건,KOSPI,,10370,-130,-1.24,10400,10500,10330,0,146762770,1.02E+11,10
8350,남선알미늄,KOSPI,,2415,-15,-0.62,2425,2435,2390,1,1593611550,3.12E+11,129
8355,남선알미우,KOSPI,,28400,100,0.35,28450,28450,28200,0,12776100,8744076000,0
4270,남성,KOSPI,,2615,0,0,2645,2655,2575,0,762641325,94694798400,36
3920,남양유업,KOSPI,,545000,-3000,-0.55,548000,556000,539000,0,1303922000,3.92E+11,1
3925,남양유업우,KOSPI,,254500,-3500,-1.36,260000,260000,254500,0,204102500,42415479000,0
25860,남해화학,KOSPI,,9330,10,0.11,9330,9340,9250,0,932546640,4.64E+11,50
111710,남화산업,KOSDAQ,벤처기업부,8250,-80,-0.96,8400,8400,8200,0,84013560,1.70E+11,21
91590,남화토건,KOSDAQ,우량기업부,9940,-160,-1.58,10090,10090,9860,0,698444950,1.17E+11,12
168330,내츄럴엔도텍,KOSDAQ,벤처기업부,3410,-20,-0.58,3430,3475,3390,0,50428105,1.08E+11,32
94860,네오리진,KOSDAQ,벤처기업부,573,1,0.17,579,579,571,0,23898900,59855451075,104
253590,네오셈,KOSDAQ,벤처기업부,3930,50,1.29,3895,3980,3875,0,454699215,1.51E+11,38
212560,네오오토,KOSDAQ,우량기업부,6850,20,0.29,6870,6920,6760,0,49107080,53943496550,8
95660,네오위즈,KOSDAQ,우량기업부,43200,-200,-0.46,43700,44300,42750,0,6974019950,9.52E+11,22
42420,네오위즈홀딩스,KOSDAQ,우량기업부,31000,500,1.64,30700,31350,30200,0,1781872950,2.75E+11,9
950220,네오이뮨텍,KOSDAQ,외국기업(소속부없음),3875,5,0.13,3890,3910,3835,0,1066605580,3.83E+11,99
311390,네오크레마,KOSDAQ,벤처기업부,9220,280,3.13,9020,9240,8940,0,522632150,74097405900,8
85910,네오티스,KOSDAQ,중견기업부,4825,-35,-0.72,4860,4875,4810,0,86965945,66723564350,14
92730,네오팜,KOSDAQ,우량기업부,20200,-200,-0.98,20250,20450,20050,0,63561050,1.66E+11,8
290660,네오펙트,KOSDAQ,기술성장기업부,1601,-13,-0.81,1614,1624,1585,0,98845145,31912185458,20
306620,네온테크,KOSDAQ,벤처기업부,3360,5,0.15,3400,3400,3340,0,333167635,1.40E+11,42
153460,네이블,KOSDAQ,벤처기업부,7780,-100,-1.27,7880,7900,7730,0,33806920,50803508920,7
7390,네이처셀,KOSDAQ,중견기업부,14250,170,1.21,14150,14340,14130,0,3881146790,8.93E+11,63
33640,네패스,KOSDAQ,중견기업부,17730,-260,-1.45,18040,18150,17500,0,1916695430,4.09E+11,23
330860,네패스아크,KOSDAQ,벤처기업부,20350,-300,-1.45,20650,20650,20300,0,341546350,2.48E+11,12
5720,넥센,KOSPI,,4050,35,0.87,4015,4055,4000,0,11310250,2.17E+11,54
5725,넥센우,KOSPI,,3300,-95,-2.8,3300,3300,3300,0,23100,11881980000,4
2350,넥센타이어,KOSPI,,7440,480,6.9,7050,7500,6920,0,2399796150,7.27E+11,98
2355,넥센타이어1우B,KOSPI,,2895,85,3.02,2800,2900,2800,0,31615630,18817500000,7
89140,넥스턴바이오,KOSDAQ,벤처기업부,1900,-10,-0.52,1901,1913,1898,0,295439671,74083242000,39
137940,넥스트아이,KOSDAQ,중견기업부,652,-1,-0.15,654,667,651,0,109323559,51065286784,78
396270,넥스트칩,KOSDAQ,기술성장기업부,9870,-160,-1.6,10100,10250,9760,1,5229374790,1.74E+11,18
348210,넥스틴,KOSDAQ,기술성장기업부,52000,1000,1.96,51300,52000,50700,0,1821969800,5.18E+11,10
225570,넥슨게임즈,KOSDAQ,중견기업부,15010,-30,-0.2,15150,15250,14890,0,4487942370,9.87E+11,66
217270,넵튠,KOSDAQ,중견기업부,11470,70,0.61,11590,11700,11410,0,1131299780,5.32E+11,46
251270,넷마블,KOSPI,,63500,1300,2.09,61900,63600,61500,0,7724268500,5.46E+12,86
317860,노드메이슨,KONEX,일반기업부,6000,0,0,0,0,0,0,0,26578290000,4
104620,노랑풍선,KOSDAQ,관리종목(소속부없음),9040,-90,-0.99,9130,9130,9000,0,412868580,1.42E+11,16
90350,노루페인트,KOSPI,,8140,-50,-0.61,8190,8190,8110,0,154476870,1.63E+11,20
90355,노루페인트우,KOSPI,,15470,0,0,15470,15530,15470,0,7441250,7164559220,0
320,노루홀딩스,KOSPI,,10330,-60,-0.58,10390,10440,10280,0,34390530,1.37E+11,13
325,노루홀딩스우,KOSPI,,23200,50,0.22,23200,23200,23050,0,36443000,5650568800,0
194700,노바렉스,KOSDAQ,우량기업부,10610,-170,-1.58,10900,10920,10580,0,987556680,1.99E+11,19
285490,노바텍,KOSDAQ,벤처기업부,24050,50,0.21,24200,24200,23600,0,425980600,2.54E+11,11
229500,노브메타파마,KONEX,일반기업부,10350,470,4.76,10500,10750,9900,0,863590,1.01E+11,10
106520,노블엠앤비,KOSDAQ,중견기업부,1932,-36,-1.83,2000,2000,1820,1,1050567444,70535459484,37
376930,노을,KOSDAQ,기술성장기업부,7830,130,1.69,7700,7910,7670,0,968121510,89681139900,11
278650,노터스,KOSDAQ,벤처기업부,4945,10,0.2,4950,5020,4930,1,3992061785,3.49E+11,71
6280,녹십자,KOSPI,,133300,-1900,-1.41,135200,135500,133000,0,1522530600,1.56E+12,12
142280,녹십자엠에스,KOSDAQ,중견기업부,5580,0,0,5580,5620,5520,0,265243740,1.18E+11,21
234690,녹십자웰빙,KOSDAQ,우량기업부,8120,10,0.12,8100,8170,8060,0,77410940,1.44E+11,18
5250,녹십자홀딩스,KOSPI,,17490,20,0.11,17470,17620,17360,0,458354970,8.23E+11,47
5257,녹십자홀딩스2우,KOSPI,,34150,-100,-0.29,34050,34350,34050,0,6204100,28890558500,1
65560,녹원씨엔아이,KOSDAQ,관리종목(소속부없음),5770,0,0,0,0,0,0,0,1.50E+11,26
4370,농심,KOSPI,,329500,-1000,-0.3,330500,331500,324000,0,2670935500,2.00E+12,6
72710,농심홀딩스,KOSPI,,66000,-400,-0.6,66100,66400,65900,0,22642900,3.06E+11,5
54050,농우바이오,KOSDAQ,우량기업부,9360,-60,-0.64,9350,9410,9350,0,118555560,1.50E+11,16
69140,누리플랜,KOSDAQ,벤처기업부,5660,-70,-1.22,5750,5860,5620,0,133032140,40201525380,7
40160,누리플렉스,KOSDAQ,우량기업부,6250,30,0.48,6260,6360,6180,0,1397357060,75347093750,12
332290,누보,KOSDAQ,벤처기업부,1647,20,1.23,1615,1656,1615,0,294519039,54484938981,33
348340,뉴로메카,KOSDAQ,기술성장기업부,22200,50,0.23,22450,23050,21400,1,14790188300,2.29E+11,10
60260,뉴보텍,KOSDAQ,벤처기업부,831,0,0,833,840,831,0,33143120,32750580888,39
12340,뉴인텍,KOSDAQ,벤처기업부,2830,0,0,2840,2840,2815,0,72151365,85203268460,30
214870,뉴지랩파마,KOSDAQ,중견기업부,5050,-260,-4.9,5240,5300,5040,4,23073759030,1.63E+11,32
270870,뉴트리,KOSDAQ,우량기업부,10800,-70,-0.64,10820,10900,10700,0,201367490,99362419200,9
144960,뉴파워프라즈마,KOSDAQ,투자주의환기종목(소속부없음),4730,10,0.21,4720,4760,4650,0,186420960,2.07E+11,44
85670,뉴프렉스,KOSDAQ,중견기업부,7500,-80,-1.06,7800,7900,7300,2,18416029600,1.82E+11,24
64260,다날,KOSDAQ,우량기업부,5890,250,4.43,5680,5970,5650,3,16930311520,4.06E+11,69
93640,다믈멀티미디어,KOSDAQ,벤처기업부,11770,300,2.62,11400,12110,11250,1,16488681510,2.35E+11,20
340360,다보링크,KOSDAQ,벤처기업부,1116,5,0.45,1131,1131,1045,0,339396094,47725918560,43
39560,다산네트웍스,KOSDAQ,벤처기업부,4275,40,0.94,4290,4300,4230,0,162753505,1.56E+11,36
58730,다스코,KOSPI,,4975,30,0.61,4930,5020,4925,0,604411045,96499781475,19
298870,다올인베스트먼트,KOSDAQ,중견기업부,3185,-20,-0.62,3220,3220,3160,0,879643425,3.19E+11,100
30210,다올투자증권,KOSPI,,3485,-55,-1.55,3515,3540,3430,1,1813577105,2.10E+11,60
23590,다우기술,KOSPI,,23100,-250,-1.07,23450,23700,22900,0,1826533850,1.04E+12,45
32190,다우데이타,KOSDAQ,우량기업부,49850,-100,-0.2,49950,51300,49600,0,13160931600,1.91E+12,38
323350,다원넥스뷰,KONEX,일반기업부,44000,0,0,0,0,0,0,0,40370000000,1
68240,다원시스,KOSDAQ,벤처기업부,15500,-50,-0.32,15580,15620,15370,0,811057270,5.37E+11,35
145210,다이나믹디자인,KOSPI,,3630,30,0.83,3605,3700,3555,0,658091340,50606018760,14
271850,다이오진,KONEX,일반기업부,1690,0,0,0,0,0,0,0,5418702770,3
19680,대교,KOSPI,,3020,5,0.17,3005,3085,2990,0,924009100,2.56E+11,85
19685,대교우B,KOSPI,,1959,-1,-0.05,1960,1978,1923,0,84720643,38057473410,19
6370,대구백화점,KOSPI,,10030,-10,-0.1,10250,10250,9860,0,6344460,1.09E+11,11
8060,대덕,KOSPI,,6670,0,0,6670,6700,6650,0,146955610,2.26E+11,34
00806K,대덕1우,KOSPI,,9530,130,1.38,9350,9550,9350,0,2287850,11553762210,1
353200,대덕전자,KOSPI,,22050,-200,-0.9,22250,22350,21950,0,3366447450,1.09E+12,49
35320K,대덕전자1우,KOSPI,,10270,-140,-1.34,10510,10510,10200,0,60508810,21520980130,2
490,대동,KOSPI,,12370,-170,-1.36,12580,12580,12250,0,1903454000,2.96E+11,24
178600,대동고려삼,KONEX,일반기업부,2995,115,3.99,3185,3185,2500,0,11932295,13326552000,4
20400,대동금속,KOSDAQ,벤처기업부,9960,70,0.71,9890,9990,9820,0,33090450,31764093360,3
8830,대동기어,KOSDAQ,중견기업부,7090,-50,-0.7,7140,7260,7000,0,70627710,63721516800,9
48470,대동스틸,KOSDAQ,우량기업부,4465,-35,-0.78,4500,4530,4460,0,38508860,44650000000,10
8110,대동전자,KOSPI,,10020,-40,-0.4,10060,10070,9950,0,74970140,1.05E+11,10
4780,대륙제관,KOSDAQ,우량기업부,4630,-15,-0.32,4655,4655,4625,0,61003940,73631811370,16
5750,대림B&Co,KOSPI,,3990,-60,-1.48,4080,4080,3950,0,49706095,66522237600,17
17650,대림제지,KOSDAQ,우량기업부,9230,-10,-0.11,9240,9280,9170,0,10685530,83070000000,9
6570,대림통상,KOSPI,,3885,5,0.13,3880,3890,3850,0,9972875,59149125000,15
7720,대명소노시즌,KOSDAQ,우량기업부,799,0,0,800,805,793,0,54727965,80539559550,101
389260,대명에너지,KOSDAQ,중견기업부,22850,200,0.88,22800,22850,22400,0,1448718700,3.90E+11,17
317850,대모,KOSDAQ,벤처기업부,13200,-100,-0.75,13300,13700,12900,1,9295229480,1.10E+11,8
290670,대보마그네틱,KOSDAQ,벤처기업부,69500,-1000,-1.42,70500,70900,69200,0,3153858700,5.44E+11,8
78140,대봉엘에스,KOSDAQ,우량기업부,8090,-50,-0.61,8130,8150,8050,0,99492550,89690424110,11
1680,대상,KOSPI,,21250,150,0.71,21100,21300,21000,0,1040756250,7.36E+11,35
1685,대상우,KOSPI,,15650,-190,-1.2,15800,15800,14750,0,152755270,21443989950,1
84690,대상홀딩스,KOSPI,,7630,-10,-0.13,7690,7690,7600,0,89057100,2.76E+11,36
84695,대상홀딩스우,KOSPI,,9050,60,0.67,8860,9140,8860,0,14162200,8267012100,1
36480,대성미생물,KOSDAQ,중견기업부,10810,20,0.19,10880,10880,10730,0,21605530,41078000000,4
