itemCode,stockItemName,marketSegmentation,presence,closingPrice,prepare,fluctuationRate,openPrice,highPrice,lowPrice,tradingVolume,transactionAmount,marketCap,numberOfListedShares
317240,TS트릴리온,KOSDAQ,벤처기업부,672,-4,-0.59,684,684,668,143846,97,63469,94447625
2900,TYM,KOSPI,,2620,5,0.19,2610,2635,2600,548472,1435,399167,152353747
24070,WISCOM,KOSPI,,2775,-15,-0.54,2785,2805,2725,1489,4,42531,15326438
57030,YBM넷,KOSDAQ,중견기업부,4460,115,2.65,4385,4465,4295,111577,491,72755,16312697
37270,YG PLUS,KOSPI,,5400,-80,-1.46,5480,5480,5360,107102,578,342519,63429410
40300,YTN,KOSDAQ,우량기업부,6690,30,0.45,6660,6730,6560,84138,562,280980,42000000
51390,YW,KOSDAQ,중견기업부,3605,-5,-0.14,3625,3640,3570,6958,25,40936,11355368
52220,iMBC,KOSDAQ,중견기업부,4580,145,3.27,4445,4635,4445,700834,3206,105340,23000000
79940,가비아,KOSDAQ,우량기업부,12250,-70,-0.57,12250,12430,12250,18589,229,165812,13535684
78890,가온미디어,KOSDAQ,우량기업부,9280,-120,-1.28,9330,9370,9080,430529,3981,151569,16332884
500,가온전선,KOSPI,,17870,-10,-0.06,17880,17890,17620,7029,125,113634,6358926
399720,가온칩스,KOSDAQ,벤처기업부,24750,3850,18.42,21600,25450,20800,3021851,70503,284336,11488320
36620,감성코퍼레이션,KOSDAQ,중견기업부,2150,-40,-1.83,2190,2190,2125,81194,176,192626,89593577
860,강남제비스코,KOSPI,,21200,50,0.24,21300,21350,21200,482,10,137800,6500000
217730,강스템바이오텍,KOSDAQ,기술성장기업부,2960,-60,-1.99,3010,3010,2945,45589,135,112296,37937925
35250,강원랜드,KOSPI,,22950,-50,-0.22,22900,23050,22700,221991,5076,4909934,213940500
114190,강원에너지,KOSDAQ,중견기업부,9320,20,0.22,9170,9470,9150,348342,3254,243467,26123038
94480,갤럭시아머니트리,KOSDAQ,우량기업부,7260,-150,-2.02,7370,7490,7020,1411871,10223,284809,39229838
11420,갤럭시아에스엠,KOSPI,,3370,-225,-6.26,3595,3595,3270,1322597,4474,92842,27549644
39240,경남스틸,KOSDAQ,우량기업부,3140,0,0,3110,3140,3100,20292,63,84716,26979604
53950,경남제약,KOSDAQ,중견기업부,2260,-20,-0.88,2280,2280,2240,155965,352,80089,35437396
2100,경농,KOSPI,,10860,-10,-0.09,10870,10950,10820,4309,47,212015,19522575
9450,경동나비엔,KOSPI,,34800,-300,-0.85,35100,35100,34350,18726,647,506987,14568592
267290,경동도시가스,KOSPI,,24800,-550,-2.17,25350,25350,24700,11121,277,146206,5895406
12320,경동인베스트,KOSPI,,85500,100,0.12,85400,86900,85300,15984,1378,202209,2365023
11040,경동제약,KOSDAQ,우량기업부,8040,10,0.12,8030,8070,7990,7001,56,247381,30768766
50,경방,KOSPI,,10970,20,0.18,11100,11100,10870,2084,23,300746,27415270
214390,경보제약,KOSPI,,7740,-30,-0.39,7760,7760,7660,23002,177,185039,23906860
12610,경인양행,KOSPI,,4590,-20,-0.43,4610,4610,4560,2993,14,191019,41616365
9140,경인전자,KOSPI,,24850,200,0.81,24650,24900,24650,435,11,39034,1570797
24910,경창산업,KOSDAQ,중견기업부,2195,25,1.15,2170,2230,2165,29392,64,78623,35819005
13580,계룡건설,KOSPI,,19980,-120,-0.6,19910,20050,19740,6787,134,178440,8930907
12200,계양전기,KOSPI,,3405,0,0,0,0,0,0,0,111003,32600000
12205,계양전기우,KOSPI,,5950,0,0,0,0,0,0,0,8330,1400000
2140,고려산업,KOSPI,,3755,0,0,3740,3790,3725,63104,238,93648,24939425
198440,고려시멘트,KOSDAQ,우량기업부,2580,0,0,2565,2600,2550,42127,109,82508,31979960
49720,고려신용정보,KOSDAQ,우량기업부,10240,-50,-0.49,10340,10340,10200,20028,205,146432,14300000
10130,고려아연,KOSPI,,540000,3000,0.56,537000,545000,532000,17841,9633,1.07E+07,19863158
2240,고려제강,KOSPI,,20350,50,0.25,20400,20400,20100,6673,135,508750,25000000
14570,고려제약,KOSDAQ,우량기업부,7870,-60,-0.76,7930,7930,7830,3033,24,86570,11000000
348150,고바이오랩,KOSDAQ,기술성장기업부,11240,-30,-0.27,11260,11260,11130,3745,42,196067,17443645
98460,고영,KOSDAQ GLOBAL,우량기업부,16770,0,0,16760,17130,16580,127098,2139,1151340,68654755
35290,골드앤에스,KOSDAQ,중견기업부,7720,120,1.58,7600,7800,7550,21184,163,358598,46450564
38530,골드퍼시픽,KOSDAQ,중견기업부,456,-12,-2.56,468,468,450,439596,201,41959,92016431
900280,골든센츄리,KOSDAQ,외국기업(소속부없음),394,-9,-2.23,403,406,392,1504219,596,80929,205404288
215000,골프존,KOSDAQ GLOBAL,우량기업부,139100,-2900,-2.04,139100,141500,138200,12694,1765,872910,6275415
121440,골프존뉴딘홀딩스,KOSDAQ,우량기업부,5170,-90,-1.71,5260,5260,5160,37699,197,221466,42836818
183410,골프존데카,KONEX,일반기업부,2475,10,0.41,2475,2475,2475,1,0,10175,4111161
366030,공구우먼,KOSDAQ,중견기업부,12160,20,0.16,12190,12320,12150,209850,2565,270725,22263600
76340,관악산업,KONEX,일반기업부,5830,60,1.04,5830,5830,5830,1,0,28401,4871460
9290,광동제약,KOSPI,,6080,30,0.5,6120,6130,6050,50123,305,318719,52420851
14200,광림,KOSDAQ,중견기업부,1007,-11,-1.08,1018,1018,1004,326006,329,91342,90706696
17040,광명전기,KOSPI,,2320,-20,-0.85,2330,2330,2290,100560,232,100543,43337615
29480,광무,KOSDAQ,중견기업부,2825,-110,-3.75,2935,2935,2805,132261,376,108073,38255810
17900,광전자,KOSPI,,2305,-30,-1.28,2375,2375,2290,17158,40,133560,57943763
37710,광주신세계,KOSPI,,32350,200,0.62,32150,32600,32150,6418,208,258800,8000000
26910,광진실업,KOSDAQ,중견기업부,4990,-90,-1.77,5020,5040,4970,16541,83,31963,6405405
355150,교보10호스팩,KOSDAQ,SPAC(소속부없음),2575,-60,-2.28,2600,2660,2555,47576,123,13699,5320000
397880,교보11호스팩,KOSDAQ,SPAC(소속부없음),2075,5,0.24,2070,2075,2070,2714,6,9213,4440000
421800,교보12호스팩,KOSDAQ,SPAC(소속부없음),2045,10,0.49,2035,2045,2035,1280,3,12229,5980000
440790,교보13호스팩,KOSDAQ,SPAC(소속부없음),2040,10,0.49,2035,2040,2035,2272,5,8262,4050000
30610,교보증권,KOSPI,,5790,-90,-1.53,5880,5880,5760,8386,49,374343,64653296
339770,교촌에프앤비,KOSPI,,9530,-100,-1.04,9600,9630,9490,18825,180,238084,24982540
53270,구영테크,KOSDAQ,중견기업부,2725,0,0,2775,2785,2720,293621,810,71924,26394174
7690,국도화학,KOSPI,,42300,-150,-0.35,42400,42400,42150,3175,134,381149,9010616
5320,국동,KOSPI,,1550,-11,-0.7,1599,1599,1518,162506,252,86361,55717048
1140,국보,KOSPI,,754,-4,-0.53,758,761,750,138995,105,79857,105910813
66620,국보디자인,KOSDAQ,우량기업부,16720,-10,-0.06,16890,16890,16590,3554,59,125400,7500000
43650,국순당,KOSDAQ,우량기업부,7190,60,0.84,7150,7260,7130,24466,176,128401,17858304
6050,국영지앤엠,KOSDAQ,중견기업부,1585,-11,-0.69,1596,1596,1577,19985,32,55309,34895243
60480,국일신동,KOSDAQ,중견기업부,2855,-5,-0.17,2870,2875,2815,13585,39,31662,11090000
78130,국일제지,KOSDAQ,중견기업부,2145,-30,-1.38,2160,2165,2135,179014,384,273739,127617473
307750,국전약품,KOSDAQ,우량기업부,6620,70,1.07,6550,6680,6530,141340,933,324839,49069269
2720,국제약품,KOSPI,,5100,-10,-0.2,5060,5100,5050,23234,118,102995,20195149
243870,굿센,KONEX,일반기업부,13500,-300,-2.17,13500,13500,13500,1,0,34881,2583805
35080,그래디언트,KOSDAQ,중견기업부,16780,70,0.42,16710,17010,16600,37773,637,260553,15527584
204020,그리티,KOSDAQ,중견기업부,3105,-60,-1.9,3155,3155,3105,33414,104,62558,20147430
83420,그린케미칼,KOSPI,,9900,-30,-0.3,9920,9980,9840,41770,412,237600,24000000
186230,그린플러스,KOSDAQ,벤처기업부,11870,210,1.8,11670,11940,11670,60922,721,128436,10820188
14530,극동유화,KOSPI,,3640,-40,-1.09,3680,3680,3635,42254,154,126925,34869420
900070,글로벌에스엠,KOSDAQ,외국기업(소속부없음),716,-7,-0.97,720,721,714,37746,27,38481,53743968
204620,글로벌텍스프리,KOSDAQ,벤처기업부,3420,50,1.48,3370,3445,3320,338969,1148,187681,54877520
19660,글로본,KOSDAQ,중견기업부,1685,111,7.05,1574,1731,1547,556519,928,58622,34790746
14280,금강공업,KOSPI,,6120,-100,-1.61,6170,6170,6070,65492,400,179496,29329357
14285,금강공업우,KOSPI,,12420,-80,-0.64,12500,12500,12420,47,1,7326,589875
53260,금강철강,KOSDAQ,우량기업부,6810,0,0,6790,6860,6720,17023,115,127483,18720000
8870,금비,KOSPI,,97300,2200,2.31,95000,97300,93700,4835,461,97300,1000000
1570,금양,KOSPI,,26000,450,1.76,25550,26400,25300,803210,20905,1509301,58050037
2990,금호건설,KOSPI,,7130,-70,-0.97,7190,7200,7100,32621,233,263479,36953595
2995,금호건설우,KOSPI,,24050,250,1.05,23950,24050,23950,291,7,7029,292266
11780,금호석유,KOSPI,,147500,1000,0.68,145100,148600,144500,27533,4035,4323861,29314312
11785,금호석유우,KOSPI,,79200,-100,-0.13,79100,79500,78800,2415,191,239460,3023486
214330,금호에이치티,KOSPI,,904,-8,-0.88,910,912,904,94185,85,177311,196140969
1210,금호전기,KOSPI,,936,-4,-0.43,940,942,933,6737,6,25791,27554191
73240,금호타이어,KOSPI,,3205,-140,-4.19,3345,3345,3190,224446,726,920669,287260287
36190,금화피에스시,KOSDAQ,우량기업부,29500,-100,-0.34,29600,29650,29350,145,4,177000,6000000
49080,기가레인,KOSDAQ,벤처기업부,1958,-67,-3.31,1998,2015,1935,1530773,3021,166202,84883347
35460,기산텔레콤,KOSDAQ,벤처기업부,3260,10,0.31,3250,3285,3215,57596,186,47522,14577340
92440,기신정기,KOSPI,,3580,0,0,3595,3595,3565,4411,16,104536,29200000
270,기아,KOSPI,,70900,-300,-0.42,70900,71600,70600,512352,36396,2.87E+07,405363347
24110,기업은행,KOSPI,,10020,-90,-0.89,10080,10080,9950,348944,3490,7990207,797425869
13700,까뮤이앤씨,KOSPI,,1980,-55,-2.7,1963,1989,1901,798225,1545,89402,45152280
308100,까스텔바작,KOSDAQ,중견기업부,6590,190,2.97,6400,6770,6380,39601,262,43657,6624733
4540,깨끗한나라,KOSPI,,2930,-10,-0.34,2915,2935,2910,7197,21,109115,37240693
4545,깨끗한나라우,KOSPI,,18150,0,0,18150,18150,18150,15,0,6646,366160
187790,나노,KOSDAQ,벤처기업부,1325,25,1.92,1300,1333,1295,393580,519,36330,27418572
286750,나노브릭,KOSDAQ,기술성장기업부,1535,-8,-0.52,1551,1567,1535,11807,18,31413,20464549
121600,나노신소재,KOSDAQ,우량기업부,91100,2000,2.24,89300,91800,88000,125665,11433,988283,10848333
247660,나노씨엠에스,KOSDAQ,기술성장기업부,19350,-30,-0.15,19510,19510,19200,7060,137,84055,4343920
39860,나노엔텍,KOSDAQ,중견기업부,5900,-60,-1.01,5880,5940,5820,169123,991,158165,26807627
91970,나노캠텍,KOSDAQ,관리종목(소속부없음),1610,0,0,0,0,0,0,0,45209,28080425
244880,나눔테크,KONEX,일반기업부,2985,80,2.75,2800,2985,2800,5,0,14985,5020000
288490,나라소프트,KONEX,일반기업부,71,0,0,72,72,71,265,0,2708,38147000
51490,나라엠앤디,KOSDAQ,중견기업부,6890,-10,-0.14,6890,6930,6810,19631,135,97838,14200000
137080,나래나노텍,KOSDAQ,중견기업부,7860,-60,-0.76,7920,7920,7770,19284,151,86927,11059422
190510,나무가,KOSDAQ,중견기업부,18330,-300,-1.61,18400,18820,18010,863879,15861,295652,16129384
242040,나무기술,KOSDAQ,기술성장기업부,3625,375,11.54,3450,3855,3390,30168955,111132,124126,34241700
89600,나스미디어,KOSDAQ,우량기업부,26850,-350,-1.29,26800,27100,26700,22497,604,282998,10539962
293580,나우IB,KOSDAQ,벤처기업부,14640,60,0.41,14500,15100,14390,96208,1427,140207,9577000
257990,나우코스,KONEX,일반기업부,4470,0,0,0,0,0,0,0,26234,5868892
138610,나이벡,KOSDAQ,기술성장기업부,18180,-220,-1.2,18600,18600,18020,17617,320,181027,9957479
130580,나이스디앤비,KOSDAQ,우량기업부,7940,-10,-0.13,7980,7980,7930,1087,9,122276,15400000
36800,나이스정보통신,KOSDAQ,우량기업부,27600,-150,-0.54,29050,29450,27550,196983,5606,276000,10000000
267320,나인테크,KOSDAQ,우량기업부,3235,-20,-0.61,3255,3270,3210,85697,277,127448,39396554
1260,남광토건,KOSPI,,10350,-20,-0.19,10420,10420,10130,21092,215,101767,9832572
8350,남선알미늄,KOSPI,,2450,10,0.41,2405,2495,2390,1231583,3028,316244,129079090
8355,남선알미우,KOSPI,,27800,-250,-0.89,28050,28050,27800,524,15,8559,307890
4270,남성,KOSPI,,2765,165,6.35,2655,2820,2630,5143885,14199,100127,36212160
3920,남양유업,KOSPI,,553000,1000,0.18,552000,555000,545000,874,481,398160,720000
3925,남양유업우,KOSPI,,252500,-3000,-1.17,257000,257000,252500,309,78,42082,166662
25860,남해화학,KOSPI,,9490,180,1.93,9600,9710,9390,695972,6656,471452,49678843
111710,남화산업,KOSDAQ,벤처기업부,8230,-60,-0.72,8360,8360,8190,5837,48,169439,20588000
91590,남화토건,KOSDAQ,우량기업부,9940,90,0.91,9800,9960,9650,46807,457,116696,11740000
168330,내츄럴엔도텍,KOSDAQ,벤처기업부,3445,10,0.29,3435,3485,3385,17902,61,109396,31754900
94860,네오리진,KOSDAQ,벤처기업부,569,-5,-0.87,574,574,564,74158,42,59438,104459775
253590,네오셈,KOSDAQ,벤처기업부,3840,-70,-1.79,3895,3905,3840,28133,109,147666,38454626
212560,네오오토,KOSDAQ,우량기업부,6790,-40,-0.59,6830,6900,6700,19972,135,53471,7874963
95660,네오위즈,KOSDAQ,우량기업부,42300,-1050,-2.42,42600,42850,42000,85209,3617,932026,22033719
42420,네오위즈홀딩스,KOSDAQ,우량기업부,29450,-1150,-3.76,30500,30800,29350,28684,862,260835,8856866
950220,네오이뮨텍,KOSDAQ,외국기업(소속부없음),3850,-40,-1.03,3885,3885,3845,132542,511,380486,98827465
311390,네오크레마,KOSDAQ,벤처기업부,9310,120,1.31,9190,9380,9060,35194,325,74821,8036595
85910,네오티스,KOSDAQ,중견기업부,4820,-20,-0.41,4825,4860,4795,44666,215,66654,13828718
92730,네오팜,KOSDAQ,우량기업부,19800,-200,-1,20000,20100,19780,3680,73,162506,8207361
290660,네오펙트,KOSDAQ,기술성장기업부,1596,-20,-1.24,1616,1616,1596,42241,68,31813,19932658
306620,네온테크,KOSDAQ,벤처기업부,3340,-15,-0.45,3360,3370,3305,95335,317,139240,41688607
153460,네이블,KOSDAQ,벤처기업부,7610,-140,-1.81,7780,7780,7460,8966,68,49693,6530014
7390,네이처셀,KOSDAQ,중견기업부,14210,-50,-0.35,14200,14310,14120,119617,1703,890074,62637156
33640,네패스,KOSDAQ,중견기업부,17270,-300,-1.71,17700,17700,17110,67076,1159,398232,23059202
330860,네패스아크,KOSDAQ,벤처기업부,20100,-450,-2.19,20250,20400,20000,16390,330,244899,12184045
5720,넥센,KOSPI,,4000,-15,-0.37,4020,4030,3990,3300,13,214176,53543977
5725,넥센우,KOSPI,,3350,-90,-2.62,3620,3620,3290,260,1,12062,3600600
2350,넥센타이어,KOSPI,,7290,-60,-0.82,7350,7350,7130,48114,349,711999,97667877
2355,넥센타이어1우B,KOSPI,,2875,20,0.7,2880,2880,2875,1312,4,18688,6500000
89140,넥스턴바이오,KOSDAQ,벤처기업부,1873,-21,-1.11,1900,1900,1871,102072,192,73030,38991180
137940,넥스트아이,KOSDAQ,중견기업부,655,-4,-0.61,656,665,649,82108,54,51300,78320992
396270,넥스트칩,KOSDAQ,기술성장기업부,10050,-510,-4.83,10160,10170,9650,988637,9820,177057,17617640
348210,넥스틴,KOSDAQ,기술성장기업부,51800,0,0,52500,52600,51000,26100,1346,515756,9956674
225570,넥슨게임즈,KOSDAQ,중견기업부,14780,-300,-1.99,15020,15070,14700,190680,2832,971949,65761094
217270,넵튠,KOSDAQ,중견기업부,11200,-240,-2.1,11480,11590,11120,48295,550,519936,46422830
251270,넷마블,KOSPI,,61100,-2500,-3.93,63000,63100,60900,119357,7366,5251759,85953502
317860,노드메이슨,KONEX,일반기업부,6860,870,14.52,6860,6860,6860,1,0,30388,4429715
104620,노랑풍선,KOSDAQ,관리종목(소속부없음),9250,120,1.31,9100,9330,8970,57812,531,145661,15747096
90350,노루페인트,KOSPI,,8120,-40,-0.49,8120,8160,8070,9965,81,162400,20000000
90355,노루페인트우,KOSPI,,15500,30,0.19,15700,15700,15500,3,0,7178,463126
320,노루홀딩스,KOSPI,,10250,-120,-1.16,10360,10360,10210,4332,44,136234,13291151
325,노루홀딩스우,KOSPI,,23000,0,0,22950,23000,22950,363,8,5602,243559
194700,노바렉스,KOSDAQ,우량기업부,10590,-120,-1.12,10690,10700,10390,52232,550,198614,18754848
285490,노바텍,KOSDAQ,벤처기업부,26100,1800,7.41,24550,28300,24350,552802,14754,276029,10575831
229500,노브메타파마,KONEX,일반기업부,9900,-90,-0.9,9900,9950,9830,428,4,96279,9725145
106520,노블엠앤비,KOSDAQ,중견기업부,2030,99,5.13,1960,2030,1932,542389,1079,74113,36509037
376930,노을,KOSDAQ,기술성장기업부,8100,260,3.32,7750,8170,7750,224094,1804,92774,11453530
278650,노터스,KOSDAQ,벤처기업부,4875,-60,-1.22,4965,4980,4830,364188,1788,343835,70530327
6280,녹십자,KOSPI,,133200,-300,-0.22,133500,133500,131900,5733,760,1556647,11686538
142280,녹십자엠에스,KOSDAQ,중견기업부,5470,-90,-1.62,5610,5610,5460,27188,149,115512,21117283
234690,녹십자웰빙,KOSDAQ,우량기업부,8040,-100,-1.23,8160,8160,7970,20617,166,142728,17752276
5250,녹십자홀딩스,KOSPI,,17470,-50,-0.29,17520,17530,17340,16304,284,821583,47028210
5257,녹십자홀딩스2우,KOSPI,,34250,0,0,34250,34250,34250,114,4,28975,845990
65560,녹원씨엔아이,KOSDAQ,관리종목(소속부없음),5770,0,0,0,0,0,0,0,150367,26060125
4370,농심,KOSPI,,331000,-1000,-0.3,332000,333000,328500,2971,983,2013355,6082642
72710,농심홀딩스,KOSPI,,65900,-300,-0.45,66200,66200,65900,231,15,305630,4637790
54050,농우바이오,KOSDAQ,우량기업부,9370,-20,-0.21,9410,9440,9340,9843,92,150206,16030561
69140,누리플랜,KOSDAQ,벤처기업부,5700,-20,-0.35,5760,5760,5660,7826,45,40486,7102743
40160,누리플렉스,KOSDAQ,우량기업부,6000,-170,-2.76,6200,6270,5970,98003,593,72333,12055535
332290,누보,KOSDAQ,벤처기업부,1717,33,1.96,1683,1727,1668,507678,867,56801,33081323
348340,뉴로메카,KOSDAQ,기술성장기업부,21550,200,0.94,21350,21950,20800,548826,11696,222731,10335524
60260,뉴보텍,KOSDAQ,벤처기업부,832,-2,-0.24,834,839,823,70901,59,32790,39411048
12340,뉴인텍,KOSDAQ,벤처기업부,2890,50,1.76,2850,2920,2825,85342,246,87010,30107162
214870,뉴지랩파마,KOSDAQ,중견기업부,4760,475,11.09,4465,4910,4415,11453483,54184,154056,32364724
270870,뉴트리,KOSDAQ,우량기업부,10660,-150,-1.39,10800,10800,10590,10888,116,98074,9200224
144960,뉴파워프라즈마,KOSDAQ,투자주의환기종목(소속부없음),4735,-15,-0.32,4750,4765,4665,17520,83,206885,43692624
85670,뉴프렉스,KOSDAQ,중견기업부,7630,-260,-3.3,7720,7890,7530,957746,7379,184720,24209753
64260,다날,KOSDAQ,우량기업부,5480,-390,-6.64,5670,5740,5440,1618012,8999,377841,68949040
93640,다믈멀티미디어,KOSDAQ,벤처기업부,10400,-1510,-12.68,11980,11980,10400,938621,10245,208018,20001686
340360,다보링크,KOSDAQ,벤처기업부,1112,-8,-0.71,1120,1125,1080,86487,96,47555,42765160
39560,다산네트웍스,KOSDAQ,벤처기업부,4210,-70,-1.64,4235,4300,4205,19960,84,153163,36380838
58730,다스코,KOSPI,,4905,-65,-1.31,4945,4945,4880,69137,339,95142,19396941
298870,다올인베스트먼트,KOSDAQ,중견기업부,3180,0,0,3180,3195,3150,213816,678,318000,100000000
30210,다올투자증권,KOSPI,,3495,50,1.45,3470,3510,3430,285671,993,210798,60314092
23590,다우기술,KOSPI,,22300,-800,-3.46,22850,22850,22250,66580,1499,1000526,44866617
32190,다우데이타,KOSDAQ,우량기업부,48300,-900,-1.83,48650,49700,47850,180638,8788,1849890,38300000
323350,다원넥스뷰,KONEX,일반기업부,43450,0,0,0,0,0,0,0,41288,917500
68240,다원시스,KOSDAQ,벤처기업부,15180,-300,-1.94,15370,15400,15050,66124,1003,526147,34660519
145210,다이나믹디자인,KOSPI,,3730,60,1.63,3710,3785,3500,270768,999,52000,13941052
271850,다이오진,KONEX,일반기업부,1690,0,0,0,0,0,0,0,5419,3206333
19680,대교,KOSPI,,2930,-65,-2.17,2990,2995,2915,90694,267,248179,84702850
19685,대교우B,KOSPI,,1896,-42,-2.17,1975,1975,1881,37659,72,36834,19426990
6370,대구백화점,KOSPI,,9940,0,0,10210,10210,9860,573,6,107567,10821611
8060,대덕,KOSPI,,6600,-60,-0.9,6660,6660,6580,19975,132,223675,33890150
00806K,대덕1우,KOSPI,,9300,20,0.22,9280,9340,9280,113,1,11275,1212357
353200,대덕전자,KOSPI,,21850,-50,-0.23,21700,21900,21650,80527,1752,1079760,49416925
35320K,대덕전자1우,KOSPI,,10260,-30,-0.29,10280,10290,10260,292,3,21500,2095519
490,대동,KOSPI,,12430,140,1.14,12320,12510,12290,78557,976,297479,23932354
178600,대동고려삼,KONEX,일반기업부,2850,310,12.2,2900,2900,2850,2,0,12681,4449600
20400,대동금속,KOSDAQ,벤처기업부,9790,-160,-1.61,9950,10000,9510,2454,24,31222,3189166
8830,대동기어,KOSDAQ,중견기업부,7110,-40,-0.56,7080,7150,7050,4075,29,63901,8987520
48470,대동스틸,KOSDAQ,우량기업부,4425,-30,-0.67,4485,4530,4420,22014,98,44250,10000000
8110,대동전자,KOSPI,,9960,0,0,9920,10020,9900,6566,65,104485,10490447
4780,대륙제관,KOSDAQ,우량기업부,4610,-40,-0.86,4675,4675,4595,11485,53,73314,15903199
5750,대림B&Co,KOSPI,,3985,-30,-0.75,4015,4015,3955,6493,26,66439,16672240
17650,대림제지,KOSDAQ,우량기업부,9110,-90,-0.98,9300,9300,9100,1996,18,81990,9000000
6570,대림통상,KOSPI,,3885,20,0.52,3900,3900,3860,1290,5,59149,15225000
7720,대명소노시즌,KOSDAQ,우량기업부,830,26,3.23,807,835,806,288048,237,83664,100800450
389260,대명에너지,KOSDAQ,중견기업부,21450,-1200,-5.3,22850,22850,20900,85869,1866,365723,17050000
317850,대모,KOSDAQ,벤처기업부,12570,-530,-4.05,12790,12900,12370,230739,2893,104638,8324420
290670,대보마그네틱,KOSDAQ,벤처기업부,70500,900,1.29,69900,71100,69300,44350,3122,551627,7824500
78140,대봉엘에스,KOSDAQ,우량기업부,8040,-60,-0.74,8130,8130,7950,18451,148,89136,11086579
